Department Level 1,Department Level 2,Department Level 3,Role,Employment type,Time with organisation,,Age group,Gender,Which of the following building blocks do you work in? ,Mobility outside the office,Your main office location,"Other offices (including clients, partners, suppliers or serviced offices)",Working while travelling between locations,Home,Elsewhere,"Working from home, what type of work setting do you use most often?","In your workplace, what type of work setting do you use most often?",Mobility inside the office,"Individual focused work, desk based",Individual focused work away from your desk,Individual routine tasks,Reading,Collaborating on focused work,Collaborating on creative work,"Informal, un-planned meetings",Planned meetings,Informal social interaction,Business confidential discussions,Private conversations,Telephone conversations,Thinking/creative thinking,Learning from others,Audio conferences,Spreading out paper or materials,Using technical/specialist equipment or materials,Relaxing/taking a break,Larger group meetings or audiences,"Hosting visitors, clients or customers",Video conferences,Meeting rooms (large),Meeting rooms (small),Desk/room booking systems,Quiet rooms for working alone or in pairs,Informal work areas/break-out zones,Accessibility of colleagues,Variety of different types of workspace,Desk,Chair,Ability to personalise my workstation,Space between work settings,Dividers (between desk/areas),People walking past your workstation,Personal storage,Shared storage,Archive storage,General décor,Plants & greenery,Art & photography,Atriums & communal areas,Air quality,Temperature control,Noise levels,Natural light,Office lighting,Mail & post room services,IT Help desk,"Hospitality services (e.g. guest reception/services, catering, meeting services)",Restaurant/canteen,"Tea, coffee & other refreshment facilities","Leisure facilities onsite or nearby (e.g. gym, fitness/wellness centre)",Reception areas,General tidiness,General cleanliness,Security,Health & safety provision,"Access (e.g. lifts, stairways, ramps)",Internal signage,Shower facilities,Toilets/W.C.,"Parking (e.g. car, motorbike or bicycle)",Telephone equipment,Printing/copying/scanning equipment,"Computing equipment, fixed (desktop)","Computing equipment, mobile (e.g. laptop, tablet)",Wired in-office network connectivity,WiFi network connectivity in the office,Remote access to work files or network,Audio-Visual equipment,Guest/visitor network access,Workplace culture,"Corporate image (for visitors, clients, potential recruits etc.)",Environmental sustainability,It enables me to work productively,It enables us to work productively,It supports me sharing ideas/knowledge amongst colleagues,It creates an enjoyable environment to work in,It contributes to a sense of community at work,It's a place I'm proud to bring visitors to,The design of my workplace is important to me,What aspects of the Pier 4 *space* are your favorite and what could we work to improve?
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",HR / People ,Individual Contributor,Part time,18 months - 3 years,,35-44,Female,Pier 4 - Global Services ,I regularly work there but primarily work off-site or work elsewhere,50,0,0,50,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,1,0,1,1,1,0,1,2,2,1,1,-1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,Variety of workspaces and barista to keep us caffeinated! I find the lighting to be tough on the eyes by the end of a working day. The temperature in the office could be more comfortable. 
Global Services (GS),Core Staff (CS),Operations ,Individual Contributor,Full time,6 - 18 months,,18-25,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,2,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,0,0,0,-2,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,3,0,2,2,0,3,1,3,3,"I love the design, the variety in workspaces, and natural light. I think that, for teams who are always in the office and have a high level of collaboration, it might be helpful to have assigned desks or desk pods."
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Risk,People Manager,Full time,18 months - 3 years,,25-34,Prefer not to say,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,70,30,0,0,0,-99,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,-2,0,0,0,0,3,2,2,2,1,0,2,0,2,2,0,0,0,0,-2,0,-3,2,0,0,0,2,1,-1,2,2,0,2,2,2,2,0,0,2,1,2,0,0,0,0,2,0,2,2,0,2,0,2,2,1,0,3,3,2,1,2,3,2,3,3,2,"Favorite: Natural light, barista, availability of various work stations.     Improve: Noise levels (white noise machines would be helpful like Flr. 13 at GS)"
Global Services (GS),Core Staff (CS),Marketing,Individual Contributor,Full time,3 - 8 years,,25-34,Female,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,70,10,0,20,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,1,0,0,0,0,2,0,3,3,0,0,2,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,2,1,2,2,2,2,Love the various seating areas and barista
Global Services (GS),Senior Manager / Director (SM),Risk,Senior Leader,Full time,3 - 8 years,,35-44,Female,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,65,0,0,30,5,A dedicated work room or office,A quiet room/private office (available for flexible use),I perform the majority of my activities at a single work setting but also use other locations within the office,,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,1,1,0,0,0,0,-1,0,-1,0,0,0,2,0,-1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,-2,-2,1,1,1,3,0,
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Operations ,Individual Contributor,Full time,18 months - 3 years,,25-34,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,80,0,0,20,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,-2,0,-1,-1,0,2,2,0,2,0,0,1,0,0,0,0,0,2,0,1,-1,0,1,0,1,0,1,2,0,0,1,1,0,0,0,0,0,2,0,0,0,-2,0,1,1,2,-1,0,2,3,2,-1,-1,-1,2,2,3,3,"I like the variety of spaces that are available to work in. I would like to see more monitors available in some of the breakout rooms. Right now, the only spaces with monitors are the individual offices."
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",HR / People ,People Manager,Full time,8 - 12 years,,35-44,Female,Pier 4 - Boston ,I regularly work there but primarily work off-site or work elsewhere,10,10,5,55,20,A dedicated work room or office,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,1,1,1,1,2,0,2,3,0,3,0,3,0,0,2,-2,0,3,0,2,3,2,2,-1,1,2,0,2,2,2,0,0,0,1,0,0,0,2,1,2,1,1,-2,0,2,2,0,0,2,-3,2,2,1,1,-1,2,2,0,0,0,0,0,1,2,0,-1,0,2,2,2,1,0,3,0,2,2,3,2,0,3,3,
NAMR ,Core Staff (CS) ,Finance,Individual Contributor,Full time,18 months - 3 years,,25-34,Female,Pier 4 - NAMR ,I primarily work there and rarely need to work elsewhere,95,0,0,0,5,-99,A flexible/non-allocated workstation,I perform most/all of my activities at a single work setting and rarely use other locations within the office,1,-1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-2,0,0,0,2,2,0,0,2,0,0,2,2,0,0,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,2,2,"Favorite: Various workstations, barista, bright and open concept, cleanliness"
Improve: Temperature control, transportation to/from Seaport,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",IT,People Manager,Full time,3 - 8 years,,25-34,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,90,0,0,10,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,2,2,0,0,0,-1,-1,2,0,0,1,0,0,0,0,0,0,3,0,0,2,2,2,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,2,0,0,2,1,0,0,2,0,0,0,-1,0,2,0,0,0,2,0,0,0,2,3,1,2,1,1,2,2,3,1,
Global Services (GS),"Manager, Supervisor, Specialist (MSS)","Operation Services (Travel, Meetings, Real Estate, Procurement & Production)",People Manager,Full time,6 - 18 months,,35-44,Male,Pier 4 - Global Services ,I regularly work there but primarily work off-site or work elsewhere,40,0,0,60,0,A dedicated work room or office,A quiet room/private office (available for flexible use),I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,-1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,1,2,2,2,3,2,3,2,"Favorite: views of the harbor, nice workspaces, and the coffee bar. Opportunities to improve: more general desk seating and small conference/office rooms, more parking, offer an affordable café with salads and sandwiches on premise(subsidized or staff pay) "
Global Services (GS),"Manager, Supervisor, Specialist (MSS)","Operation Services (Travel, Meetings, Real Estate, Procurement & Production)",People Manager,Full time,3 - 8 years,,55-64,Male,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,70,0,0,30,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,3,3,2,3,3,3,3,3,1,3,3,3,3,1,3,2,2,3,3,3,3,1,2,1,0,1,0,2,2,2,0,1,1,2,1,1,1,2,2,2,2,2,0,1,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,3,2,3,3,2,2,1,3,2,The natural lighting and amenities are great.  Open seating has led to it being very quiet.  No one wants to disturb people sitting in the area. 
Global Services (GS),Core Staff (CS),HR / People ,Individual Contributor,Full time,6 - 18 months,,18-25,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,0,0,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,2,0,0,0,0,2,0,0,2,0,0,0,2,1,2,2,2,0,2,2,0,2,0,0,2,2,2,2,2,0,0,1,0,0,2,2,2,0,2,2,0,0,3,3,-1,3,3,3,3,3,3,3,"My favorite aspects of the Pier 4 space are the cafe areas in the 9th and 12th floor as well as the meeting rooms. I sit on the 9th floor and there are some days, especially Tuesdays, where people are unable to find a desk/monitor to sit in; is there a way to add more monitors/keyboards to the high tables that are near the windows?"
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",IT,People Manager,Full time,18 months - 3 years,,35-44,Male,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,75,0,0,25,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,1,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,0,-2,1,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,1,1,0,0,1,-1,"communal spaces are great, sometimes it can be tough to find space, 9th floor seems to be at or close to capacity most days. The lighting around the office is not great, and seems inconsistent with flickering lights. "
Consulting,Local BST,,Individual Contributor,Full time,3 - 8 years,,25-34,Male,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,"A workstation, assigned solely to you, in an open plan office area",I perform the majority of my activities at a single work setting but also use other locations within the office,3,3,3,3,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2,2,2,2,0,-1,2,-1,0,0,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,1,1,1,2,2,2,2,1,2,0,2,0,0,1,-3,1,2,1,0,3,3,3,2,3,3,3,3,3,3,"Love the windows, love the lighthouse staircase. Love the cafe / barista and the open kitchens on each floor. The carpet is awful - the seams are visible EVERYWHERE; we should get a total refund on the installation."
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Finance,People Manager,Full time,8 - 12 years,,35-44,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,95,0,0,5,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform most/all of my activities at a single work setting and rarely use other locations within the office,2,3,0,2,2,0,0,3,0,0,0,1,0,0,3,0,0,2,0,2,2,2,2,2,2,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1,0,-1,1,0,2,2,2,2,2,0,3,3,3,3,3,3,3,3,3,3,My favorite space is the Café with the baristas and we could improves the cleanness of the private bathrooms 
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",IT,Senior Leader,Full time,3 - 8 years,,25-34,Female,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,60,0,0,40,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,,0,0,0,1,0,1,1,-2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,-1,1,1,0,2,2,2,2,2,1,2,0,3,3,"I like the openness, natural light and the barista is awesome! For improvements, better temp controls in rooms vs open space. I also think we are going to outgrow this quick! "
Consulting,Global / Regional BST,,Individual Contributor,Full time,3 - 8 years,,25-34,Female,Pier 4 - Boston ,I primarily work there but attend meetings off-site or work elsewhere,90,5,0,5,0,A non-work specific home location (such as a dining table),"A workstation, assigned solely to you, in an open plan office area",I perform some of my activities at a single work setting but often use other locations within the office,2,0,2,0,0,0,2,0,3,0,0,2,0,0,0,0,0,2,0,2,0,0,1,1,1,2,0,1,1,1,1,1,1,0,-1,0,0,1,2,0,2,0,-1,0,1,1,0,1,1,0,1,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,2,0,0,1,2,2,2,2,2,2,2,1,2,2,I love the causal areas near the windows to do work when you need a change of scenery. I also like that we have multiple phone rooms for when you need . I to jump in and quickly take a call. I would recommend improving the connection of laptops to monitors at the work stations because half the time it doesnt work and the screen keeps jumping back and forth. I also wish there was more storage for personal belongings. the pedestals are not enough 
Consulting,Principal,Operations,People Manager,Full time,3 - 8 years,,35-44,Male,Pier 4 - Boston ,I rarely work there and primarily work elsewhere,20,50,20,10,0,A non-work specific home location (such as a dining table),A quiet room/private office (available for flexible use),I perform the majority of my activities at a single work setting but also use other locations within the office,1,0,0,2,1,0,0,2,3,1,1,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,0,1,1,1,2,1,2,0,3,3,"Favorites: gym, coffee, natural light; Areas to improve: office flexibility (very difficult to get full functionality of office screens, mouse, etc. since people have various USB connections on laptops) and desks take up way too much unusable space in the offices - difficult to have more than 1 person join me for a meeting in an office."
NAMR ,"Manager, Supervisor, Specialist (MSS)",Marketing,Individual Contributor,Full time,Over 12 years,,55-64,Female,Pier 4 - NAMR ,I primarily work there and rarely need to work elsewhere,80,0,0,20,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,2,2,0,2,0,2,2,2,0,2,0,0,0,2,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,2,2,0,1,1,1,-1,1,1,1,"Multiple conference rooms, never difficulty getting a room.   NAMR team is all BST, unassigned seating is ridiculous especially given we all go to the same workstations daily."
NAMR ,"Manager, Supervisor, Specialist (MSS)",Finance,People Manager,Full time,8 - 12 years,,35-44,Female,Pier 4 - NAMR ,I primarily work there and rarely need to work elsewhere,95,0,0,5,0,A dedicated work room or office,"A workstation, assigned solely to you, in an open plan office area",I perform the majority of my activities at a single work setting but also use other locations within the office,2,-1,2,0,1,0,0,2,0,0,0,-1,0,0,1,-1,0,0,0,0,0,1,1,0,-1,0,1,0,1,1,1,-1,0,0,-2,0,1,1,1,1,1,1,-1,0,1,-2,-1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,-1,1,1,1,1,1,0,0,1,1,1,-1,-1,-1,1,1,1,3,I like the open spaces and light coming through.  I like the views of the water and the morning sunrises.  The part I don't like is the open sitting and not being able to close the door to take a quick call.  Also don't like the lack of personal storage as deal with a lot of paper even with the efforts to go more electronic.  The lights situation has also been a challenge.
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Marketing,People Manager,Full time,8 - 12 years,,25-34,Female,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,65,0,0,35,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,-1,2,0,2,0,2,1,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-2,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,1,-2,0,0,-1,-1,3,3,
Global Services (GS),Senior Manager / Director (SM),Marketing,Individual Contributor,Full time,3 - 8 years,,45-54,Male,Pier 4 - Global Services ,I regularly work there but primarily work off-site or work elsewhere,40,0,0,60,0,A non-work specific home location (such as a dining table),A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,,0,0,0,2,0,0,1,2,0,0,2,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,3,3,3,3,3,3,3,3,2,"The whole building is great....location, kitchens, meeting rooms, desks, roofdeck, etc.  It would be great if there was a way in GS to stop jr people from booking an office all day as these rooms are needed for meeting space.  "
NAMR ,Core Staff (CS) ,Finance,Individual Contributor,Full time,3 - 8 years,,25-34,Female,Pier 4 - NAMR ,I primarily work there and rarely need to work elsewhere,95,0,0,5,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,3,0,0,0,3,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,2,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,-1,2,2,-1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,Love the open seating - making friends with people outside of my function. 
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",HR / People ,Individual Contributor,Full time,6 - 18 months,,25-34,Female,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,60,0,0,40,0,A non-work specific home location (such as a dining table),A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,-1,0,0,3,3,1,2,2,-1,2,2,0,0,3,0,0,0,0,0,2,0,1,1,1,0,1,0,1,-1,0,0,0,0,1,0,0,2,1,0,2,0,1,1,2,-1,0,1,2,-1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,2,3,2,2,3,2,2,3,3,3,"The communal spaces are beautiful and are a great place to connect with colleagues over lunch/coffee. The only issue I have with the current office setup is the open seating - most days it works out fine, but it has happened a few times that all the desks are taken by the time I arrive. On days like this, I end up sitting in an open area and working on my laptop, which isn't great for productivity if I'm doing work that would be easier with a second monitor."
Consulting,Consultant,,Individual Contributor,Full time,0 - 6 months,,25-34,Male,Pier 4 - Boston ,I regularly work there but primarily work off-site or work elsewhere,20,70,10,0,0,-99,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,2,0,0,0,3,3,2,3,0,3,3,3,0,3,3,0,0,0,3,0,3,0,2,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,1,3,3,3,3,3,3,3,The big public spaces are beautifully designed and a great place to bring visitors
